rgb_timestamp,rgb_file,accel_timestamp,accel_x,accel_y,accel_z
1311868164.363181,rgb/1311868164.363181.png,1311868164.364748,-0.3549409324012484,1.2266623181751144,0.5356776157309752
1311868164.399026,rgb/1311868164.399026.png,1311868164.40028,-0.4029629997683367,0.7245869108274329,1.3414138775545164
1311868164.43094,rgb/1311868164.430940.png,1311868164.430271,-0.0187884660958432,1.0832128435867474,1.5367440966909722
1311868164.463055,rgb/1311868164.463055.png,1311868164.461292,-0.7631264997572859,1.3701132902890785,1.2437492777659114
1311868164.49913,rgb/1311868164.499130.png,1311868164.500408,-1.0752679323791468,1.7825318400655303,0.5600940205679379
1311868164.531025,rgb/1311868164.531025.png,1311868164.531403,-1.5554866007858166,1.262525061203604,0.1938499871319879
1311868164.563004,rgb/1311868164.563004.png,1311868164.563901,-1.2433451681639558,1.8004632115797763,0.9019216491669242
1311868164.599061,rgb/1311868164.599061.png,1311868164.599296,-1.7475728649899571,1.6570137369914095,0.9263380540038878
1311868164.63114,rgb/1311868164.631140.png,1311868164.631403,-1.93966113445831,1.5135627648774457,0.9507544588408504
1311868164.663105,rgb/1311868164.663105.png,1311868164.662568,-1.5554866007858166,1.7825318400655303,1.3414138775545164
1311868164.698987,rgb/1311868164.698987.png,1311868164.698894,-1.1713120671133237,1.2266623181751144,1.0484190586294546
1311868164.731046,rgb/1311868164.731046.png,1311868164.731025,-1.1713120671133237,0.7963123968844164,1.5367440966909722
1311868164.763098,rgb/1311868164.763098.png,1311868164.76204,-0.7631264997572859,1.2983878042320964,1.5367440966909722
1311868164.799138,rgb/1311868164.799138.png,1311868164.798917,-1.1713120671133237,0.9397633689983804,1.82973993517528
1311868164.831006,rgb/1311868164.831006.png,1311868164.830895,-1.1713120671133237,1.2266623181751144,1.732074315827429
1311868164.863058,rgb/1311868164.863058.png,1311868164.862053,-1.5554866007858166,1.0832128435867474,1.1460836584180596
1311868164.899132,rgb/1311868164.899132.png,1311868164.899939,-1.0752679323791468,0.652862922296048,1.634409716038824
1311868164.930933,rgb/1311868164.930933.png,1311868164.931028,-2.299824634447259,1.8004632115797763,1.4390794969023673
1311868164.963119,rgb/1311868164.963119.png,1311868164.964303,-1.915650100774766,2.087363658282108,0.5600940205679379
1311868164.999037,rgb/1311868164.999037.png,1311868165.000065,-1.1713120671133237,0.7245869108274329,0.9995862489555292
1311868165.031122,rgb/1311868165.031122.png,1311868165.031047,-1.1713120671133237,0.5094119501820839,1.2437492777659114
1311868165.063108,rgb/1311868165.063108.png,1311868165.064331,-0.7631264997572859,1.0832128435867474,1.3414138775545164
1311868165.099162,rgb/1311868165.099162.png,1311868165.10006,-0.7631264997572859,0.7245869108274329,0.9995862489555292
1311868165.131014,rgb/1311868165.131014.png,1311868165.131039,-0.4029629997683367,0.3659624755937169,1.732074315827429
1311868165.163146,rgb/1311868165.163146.png,1311868165.164213,-0.5710402355531456,0.9397633689983804,1.732074315827429
1311868165.199145,rgb/1311868165.199145.png,1311868165.198953,-0.4029629997683367,0.9397633689983804,1.3414138775545164
1311868165.231193,rgb/1311868165.231193.png,1311868165.231069,-0.7631264997572859,0.9397633689983804,1.3414138775545164
1311868165.263005,rgb/1311868165.263005.png,1311868165.262342,-0.474996100818969,0.9397633689983804,1.6832415061535029
1311868165.299103,rgb/1311868165.299103.png,1311868165.297584,-0.0187884660958432,1.5135627648774457,1.9274045349638849
1311868165.331226,rgb/1311868165.331226.png,1311868165.331092,0.3893950959959814,1.2266623181751144,1.5367440966909722
1311868165.36306,rgb/1311868165.363060.png,1311868165.362252,0.3893950959959814,0.9397633689983804,1.732074315827429
1311868165.39916,rgb/1311868165.399160.png,1311868165.398904,0.5574723317807904,2.2308146303960745,1.74428251824591
1311868165.430962,rgb/1311868165.430962.png,1311868165.430464,0.7735696296684748,2.3742641049844413,1.0484190586294546
